.text,00400650,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,00401EE4,megaInit,B137,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00401EE5,megaInit,B137,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00401EF0,__libc_csu_init,B138,T,4157,push,push_10,r15,,1,0,N,,push,S
.text,00401EF2,__libc_csu_init,B138,T,4189FF,mov,mov_11,r15d,edi,1,1,N,,mov,C
.text,00401EF5,__libc_csu_init,B138,T,4156,push,push_10,r14,,1,0,N,,push,C
.text,00401EF7,__libc_csu_init,B138,T,4989F6,mov,mov_11,r14,rsi,1,1,N,,mov,C
.text,00401EFA,__libc_csu_init,B138,T,4155,push,push_10,r13,,1,0,N,,push,C
.text,00401EFC,__libc_csu_init,B138,T,4989D5,mov,mov_11,r13,rdx,1,1,N,,mov,C
.text,00401EFF,__libc_csu_init,B138,T,4154,push,push_10,r12,,1,0,N,,push,C
.text,00401F01,__libc_csu_init,B138,T,4C8D25A8112000,lea,lea_12,r12,__frame_dummy_init_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00401F08,__libc_csu_init,B138,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,00401F09,__libc_csu_init,B138,T,488D2DA8112000,lea,lea_12,rbp,__do_global_dtors_aux_fini_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00401F10,__libc_csu_init,B138,T,53,push,push_10,rbx,,1,0,N,,push,C
.text,00401F11,__libc_csu_init,B138,T,4C29E5,sub,sub_11,rbp,r12,1,1,N,,sub,C
.text,00401F14,__libc_csu_init,B138,T,31DB,xor,xor_11,ebx,ebx,1,1,N,,xor,C
.text,00401F16,__libc_csu_init,B138,T,48C1FD03,sar,sar_15,rbp,3,1,5,N,,sar,C
.text,00401F1A,__libc_csu_init,B138,T,4883EC08,sub,sub_15,rsp,8,1,5,N,,sub,C
.text,00401F1E,__libc_csu_init,B138,T,E855E6FFFF,call,call_70,_init_proc,,7,0,J,.CODE,call.CODE,C
.text,00401F23,__libc_csu_init,B138,T,4885ED,test,test_11,rbp,rbp,1,1,N,,test,C
.text,00401F26,__libc_csu_init,B138,T,741E,jz,jz_70,loc_401F46,,7,0,J,.CODE,jz.CODE,C
.text,00401F28,__libc_csu_init,B139,T,0F1F840000000000,nop,nop_40,dword ptr [rax+rax+00000000h],,4,0,N,,nop,C
.text,00401F30,__libc_csu_init,B140,T,4C89EA,mov,mov_11,rdx,r13,1,1,N,,mov,C
.text,00401F33,__libc_csu_init,B140,T,4C89F6,mov,mov_11,rsi,r14,1,1,N,,mov,C
.text,00401F36,__libc_csu_init,B140,T,4489FF,mov,mov_11,edi,r15d,1,1,N,,mov,C
.text,00401F39,__libc_csu_init,B140,T,41FF14DC,call,call_30,qword ptr [r12+rbx*8],,3,0,J,,call,C
.text,00401F3D,__libc_csu_init,B140,T,4883C301,add,add_15,rbx,1,1,5,N,,add,C
.text,00401F41,__libc_csu_init,B140,T,4839EB,cmp,cmp_11,rbx,rbp,1,1,N,,cmp,C
.text,00401F44,__libc_csu_init,B140,T,75EA,jnz,jnz_70,loc_401F30,,7,0,J,.CODE,jnz.CODE,C
.text,00401F46,__libc_csu_init,B141,T,4883C408,add,add_15,rsp,8,1,5,N,,add,C
.text,00401F4A,__libc_csu_init,B141,T,5B,pop,pop_10,rbx,,1,0,N,,pop,C
.text,00401F4B,__libc_csu_init,B141,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00401F4C,__libc_csu_init,B141,T,415C,pop,pop_10,r12,,1,0,N,,pop,C
.text,00401F4E,__libc_csu_init,B141,T,415D,pop,pop_10,r13,,1,0,N,,pop,C
.text,00401F50,__libc_csu_init,B141,T,415E,pop,pop_10,r14,,1,0,N,,pop,C
.text,00401F52,__libc_csu_init,B141,T,415F,pop,pop_10,r15,,1,0,N,,pop,C
.text,00401F54,__libc_csu_init,B141,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00401F60,__libc_csu_fini,B142,T,F3C3,retn,retn_00,,,0,0,N,,retn,S
